Date	Time	u_ref	t_ref	d_ref	precip	Qpar	t_canopy	d_canopy	p_atm	CO2_atm	Ts0	Tsurf	Troot	Zw	xylemScalar	NEEobs	Ec
2019242	20.5	0.21210290973512	12.19367	0.6698807880462414	0	0.05572019	7.69789	0.4958025315998932	73.71147	396.615379703245	3.23157	-1.23475	-0.91625	-10	1	-999	-999
2019242	21	0.320275571179302	12.77284	0.7642134113266827	0	0.05970203	7.333138	0.5311472858094565	73.7132	395.872061677442	2.919944	-1.49325	-1.168	-10	1	-999	-999
2019242	21.5	0.718161136668477	13.64608	0.88595903246069	0	0.05817898	7.553442	0.5904812006160247	73.71207	395.154497989348	3.160721	-1.232	-0.9177500000000001	-10	1	-999	-999
2019242	22	0.628335485697919	13.66735	0.8612871494126875	0	0.05690774	7.377033	0.566382957030597	73.72418	394.546621966893	2.9990164999999998	-1.379	-1.0795	-10	1	-999	-999
2019242	22.5	0.468722417194814	13.17451	0.8225776052910252	0	0.06418939	6.898829	0.5405864505768199	73.72844	394.77324147596	2.7680395	-1.3627500000000001	-1.1219999999999999	-10	1	-999	-999
2019242	23	0.277840558663914	13.06939	0.8026929196476643	0	0.05775306	6.906232	0.5314205862907613	73.75459	393.273062417948	2.935241	-1.03575	-0.81825	-10	1	-999	-999
2019242	23.5	0.6551035136568	11.45222	0.5978402008290266	0	0.06376601	5.913407	0.4111020373317188	73.78734	399.7668010536	2.5623285	-0.7887500000000001	-0.58175	-10	1	-999	-999
2019243	0	0.501271885130964	9.69947999999999	0.4810864438302432	0	0.05335157	4.837391	0.3450198627291829	73.78268	398.203661772162	2.1659455000000003	-0.5055	-0.305	-10	1	-999	-999
2019243	0.5	0.57927921576921	10.23374	0.562500719040996	0	0.05665608	4.551023	0.38153714579080594	73.7662	395.836629119084	2.1895115	-0.172	0.02475	-10	1	-999	-999
2019243	1	0.728993980221908	10.38302	0.5732301516963123	0	0.05919901	4.170551	0.37484521234906826	73.75717	395.63030077737	2.0531504999999997	-0.06425	0.13675	-10	1	-999	-999
2019243	1.5	0.394376177523366	10.39003	0.5978564697251065	0	0.06055398	3.935017	0.3843617170797319	73.73941	396.157076378535	1.9542585000000001	-0.026499999999999996	0.17500000000000002	-10	1	-999	-999
2019243	2	0.515931239753057	10.55662	0.6037179528442717	0	0.06089265	3.76619	0.37931724222258606	73.71784	396.929626457183	1.903095	0.04	0.24025	-10	1	-999	-999
2019243	2.5	0.549795864452961	10.76647	0.6192691264732543	0	0.06131599	3.678133	0.3813223979784692	73.71096	396.722084934653	1.8415664999999999	0.005000000000000001	0.208	-10	1	-999	-999
2019243	3	0.660516593797051	10.42243	0.584125831688735	0	0.06199322	3.39945	0.3608623025417322	73.70627	396.646038814977	1.679725	-0.039999999999999994	0.16275	-10	1	-999	-999
2019243	3.5	0.579015261843938	10.4205	0.5857955568905707	0	0.05869045	3.342686	0.3604938737338698	73.70433	396.700775642381	1.627593	-0.0875	0.11524999999999999	-10	1	-999	-999
2019243	4	0.550931952456679	10.41562	0.5760561955556499	0	0.06038411	3.449227	0.3572906140300987	73.70468	396.724661660177	1.6786135	-0.092	0.111	-10	1	-999	-999
2019243	4.5	0.619527990619035	10.14335	0.5499218964558218	0	0.06063824	3.507882	0.34877595040290216	73.70802	397.674593338494	1.7396909999999999	-0.028499999999999998	0.17025	-10	1	-999	-999
2019243	5	0.655009382657564	9.87888099999998	0.545551111794682	0	0.06072264	3.080556	0.341714484948463	73.72449	398.146006784878	1.536278	-0.007999999999999998	0.189	-10	1	-999	-999
2019243	5.5	0.69984335415104	9.80289599999998	0.5291305365431075	0	0.6182431	2.941319	0.32985472466325694	73.75037	398.188514674136	1.4521595	-0.037000000000000005	0.16175	-10	1	-999	-999
2019243	6	0.688421757166509	9.95343600000001	0.5410766239249339	0	10.77229	3.311959	0.3427828531567108	73.76422	397.35224540404	1.6921045	0.07225000000000001	0.26225	-10	1	-999	-999
2019243	6.5	0.660265410673837	11.23292	0.6559052571803814	0	39.87374	4.355978	0.41064625908066327	73.77905	395.030952998032	2.2221140000000004	0.08825000000000001	0.27949999999999997	-10	1	-999	-999
2019243	7	0.760255190095978	13.25998	0.8376401157384065	0	125.9045	6.595529	0.5361436818564771	73.80192	393.475664192485	3.3095145	0.023499999999999997	0.22125	-10	1	-999	-999
2019243	7.5	0.754379429238324	15.25695	1.0409204968723935	0	191.1982	10.59779	0.7675661485375913	73.80258	391.770484121336	5.317395	0.037	0.23475000000000001	-10	1	-999	-999
2019243	8	1.20892101539868	16.57882	1.1967578405440937	0	266.8674	15.4115	1.1108156909730058	73.80984	392.039583980945	7.7238750000000005	0.03625	0.23525000000000001	-10	1	-999	-999
2019243	8.5	1.15735753422922	17.64977	1.3150274906438038	0	356.9547	23.00304	1.8303250462392955	73.81925	392.036079517709	11.48077	-0.0415	0.15925	-10	1	-999	-999
2019243	9	1.04607335281998	18.37731	1.4410650872675055	0	426.9211	29.87787	2.8744918826128814	73.81944	391.968284540713	14.937185000000001	-0.0034999999999999996	0.196	-10	1	-999	-999
2019243	9.5	1.11804203892497	19.16125	1.5256083505436837	0	489.4054	35.40655	3.9571978171251185	73.81711	391.197784225396	17.695400000000003	-0.01575	0.1845	-10	1	-999	-999
2019243	10	1.2458578802099	20.04967	1.7277802458222467	0	543.6839	38.99628	5.158349158859954	73.8177	392.000757875963	19.458515	-0.07925	0.12225	-10	1	-999	-999
2019243	10.5	1.20072742620894	20.75447	1.8267590738002328	0	596.6333	42.85269	6.408933265726556	73.81593	392.390379436086	21.43872	0.024749999999999998	0.22499999999999998	-10	1	-999	-999
2019243	11	1.56384633079725	21.23002	1.9356069174713797	0	640.332	45.42543	7.538176870361741	73.8111	392.496607898614	22.75759	0.08975	0.2845	-10	1	-999	-999
2019243	11.5	1.53130324075029	21.77046	2.013261634215447	0	644.2468	47.19104	8.302625207815685	73.79539	392.817497268315	23.68752	0.184	0.367	-10	1	-999	-999
2019243	12	1.86157746203672	21.86755	2.015889345053594	0	557.0035	44.92225	7.357079340918411	73.7802	392.662768415636	22.622374999999998	0.3225	0.5045000000000001	-10	1	-999	-999
2019243	12.5	1.54613223169886	22.52161	2.131109167357513	0	649.1512	49.01532	9.206363985027739	73.77052	392.837608288721	25.058035	1.1007500000000001	1.27525	-10	1	-999	-999
2019243	13	1.27253968004256	21.70667	1.9295972748741606	0	255.23	36.82696	4.6249201696143	73.7735	392.377191942561	19.274855	1.72275	1.8880000000000001	-10	1	-999	-999
2019243	13.5	1.09555274849632	21.27828	1.893235243650992	0	320.9341	34.62971	4.1269597139776195	73.77135	391.843125601832	18.31323	1.99675	2.16825	-10	1	-999	-999
2019243	14	1.40599045775005	22.39186	2.0481599584887076	0	432.1797	40.27515	5.672369705508431	73.73957	392.230496622054	20.919825	1.5645	1.752	-10	1	-999	-999
2019243	14.5	1.47572935568809	22.28616	2.0338828404513873	0	376.9219	37.27092	4.8210798789686296	73.73071	391.718752303413	19.365959999999998	1.461	1.6595	-10	1	-999	-999
2019243	15	1.4465339734692	22.79018	2.052800308885361	0	531.2029	42.41375	6.214981718560945	73.71282	391.966718006602	21.638	0.8622500000000001	1.079	-10	1	-999	-999
2019243	15.5	2.74571717457398	22.08254	1.9420102140160687	0	413.9446	38.61827	5.01420820126181	73.70511	391.073630580578	19.360885	0.10350000000000002	0.335	-10	1	-999	-999
2019243	16	1.76153612581355	22.30778	2.0328104013020774	0	389.8735	37.04798	4.754024580563083	73.69697	391.36793196359	18.40499	-0.238	0.004249999999999993	-10	1	-999	-999
2019243	16.5	0.841478841715205	22.42298	2.0256293017732294	0	235.0818	30.40335	3.2440184595027755	73.69367	392.076377596094	14.985925	-0.4315	-0.181	-10	1	-999	-999
2019243	17	0.661820396909498	21.83413	1.9428279980391223	0	117.8271	24.63768	2.3014173487734273	73.6964	391.765071170507	11.99459	-0.6485	-0.385	-10	1	-999	-999
2019243	17.5	0.442768706470617	20.96354	1.8114578578113545	0	47.08554	21.34937	1.8548617999958212	73.67661	392.49835891624446	10.125435	-1.0985	-0.81725	-10	1	-999	-999
2019243	18	0.562739366054344	20.74353	1.7581670888054741	0	43.48294	20.71323	1.7548902191940372	73.67957	393.231646661982	9.871364999999999	-0.9705	-0.683	-10	1	-999	-999
2019243	18.5	0.859214968189787	20.01291	1.6671768087205139	0	20.39251	17.12563	1.391542862205878	73.70584	394.279560751676	8.404440000000001	-0.31675	-0.03425	-10	1	-999	-999
2019243	19	0.417339046599695	18.35683	1.4243844974084088	0	3.273186	15.59817	1.1959628376529552	73.71048	397.801765617399	7.379335	-0.8395	-0.5385	-10	1	-999	-999
2019243	19.5	0.37000531518019	17.55568	1.3941658128015977	0	0.07746805	15.53892	1.2264115789359327	73.70976	396.791816437085	7.262709999999999	-1.0135	-0.69725	-10	1	-999	-999
2019243	20	0.365991169629635	17.00379	1.2609439507833637	0	0.06697277	13.97485	1.038451354349895	73.70949	399.879309972231	6.56905	-0.83675	-0.524	-10	1	-999	-999
2019243	20.5	0.367127470961579	15.13541	1.0301357110121279	0	0.06629609	11.37529	0.8061169820717033	73.71137	408.490028310542	5.16402	-1.04725	-0.74125	-10	1	-999	-999
2019243	21	0.288239706544095	14.87612	1.0180689772677556	0	0.06452081	11.88452	0.8377830284564474	73.73343	398.715445511023	5.387635	-1.10925	-0.80225	-10	1	-999	-999
2019243	21.5	0.414876822625757	14.11995	0.939099567106363	0	0.064863	9.932364	0.7127887121111601	73.74267	399.582141193872	4.492057	-0.94825	-0.646	-10	1	-999	-999
2019243	22	0.332310490763844	14.08708	0.9142001434813007	0	0.06122297	8.911237	0.6492482276359278	73.74532	396.042952921172	3.7542435	-1.40275	-1.1165	-10	1	-999	-999
2019243	22.5	0.546615533505753	13.92269	0.9488533684607082	0	0.05487353	7.82941	0.6329309309950197	73.73893	395.68385116001	3.29233	-1.24475	-1.00075	-10	1	-999	-999
2019243	23	0.494120991670256	14.18208	0.9511486067200005	0	0.06418968	7.159941	0.5960227069402391	73.72592	394.360517229015	3.0215955	-1.11675	-0.89525	-10	1	-999	-999
