Date	Time	u_ref	t_ref	d_ref	precip	Qpar	t_canopy	d_canopy	p_atm	CO2_atm	Ts0	Tsurf	Troot	Zw	xylemScalar	NEEobs	Ec	xylenScalar
2019169	17.5	0.6451666	8.290651	0.21457379323852213	1	18.77445	8.290651	0.21457379323852213	72.4	600.3885	4.0734505	-0.14375000000000002	0.059500000000000004	-10	0	-999	-999	1
2019169	18	0.7023333	8.479878	0.1090506246017957	0	8.237212	8.479878	0.1090506246017957	72.4	597.5054	4.197189	-0.08549999999999999	0.11775	-10	0	-999	-999	1
2019169	18.5	0.9772777	8.5669	0.12172280404529313	0	7.92123	8.5669	0.12172280404529313	72.4	598.6396	4.253825	-0.059250000000000004	0.14325	-10	0	-999	-999	1
2019169	19	1.105222	7.152981	0.04811430304624142	0	3.200592	7.152981	0.04811430304624142	72.4	572.1228	3.5659905	-0.020999999999999998	0.1805	-10	0	-999	-999	1
2019169	19.5	0.8738332	6.448279	0.007849339091434177	0	0.884966	6.448279	0.007849339091434177	72.4	563.736	3.2340145000000002	0.019749999999999997	0.21975	-10	0	-999	-999	1
2019169	20	0.7867221	6.003786	0.019356109330888906	0	0.138829	6.003786	0.019356109330888906	72.4	565.3782	3.016018	0.028249999999999997	0.22999999999999998	-10	0	-999	-999	1
2019169	20.5	0.3811111	5.692309	0.03679094704240435	0	0.03755161	5.692309	0.03679094704240435	72.4	567.6879	2.8552795	0.018250000000000002	0.21975	-10	0	-999	-999	1
2019169	21	0.5743889	5.493721	0.06122163512051041	0	0.04114862	5.493721	0.06122163512051041	72.4	569.0411	2.7531105	0.012500000000000002	0.2135	-10	0	-999	-999	1
2019169	21.5	0.773111	5.365954	0.04765402931572626	0	0.03914098	5.365954	0.04765402931572626	72.4	569.2607	2.686977	0.008000000000000004	0.20925	-10	0	-999	-999	1
2019169	22	0.8874444	5.217792	0.001456398582322571	0	0.03771992	5.217792	0.001456398582322571	72.4	570.6846	2.613896	0.01	0.21125	-10	0	-999	-999	1
2019169	22.5	0.7948888	5.21602	0.0012074259523986283	0	0.04056323	5.21602	0.0012074259523986283	72.4	569.3641	2.6102600000000002	0.0045	0.20525	-10	0	-999	-999	1
2019169	23	0.7322777	4.816096	0.00346060944200962	0	0.03880689	4.816096	0.00346060944200962	72.4	568.9356	2.412548	0.009000000000000001	0.2095	-10	0	-999	-999	1
2019169	23.5	0.63427770000000006	5.1169	0.0467889465271173	0	0.04131628	5.1169	0.0467889465271173	72.4	578.0696	2.5587	5.000000000000004e-4	0.20074999999999998	-10	0	-999	-999	1
2019170	0	0.4763888	5.439161	0.09622859298619735	0	0.04114858	5.439161	0.09622859298619735	72.4	571.8382	2.7180805	-0.002999999999999999	0.19674999999999998	-10	0	-999	-999	1
2019170	0.5	0.5498888	5.596021	0.0838973598835415	0	0.04156654	5.596021	0.0838973598835415	72.4	569.1304	2.7856355	-0.024749999999999998	0.17575000000000002	-10	0	-999	-999	1
2019170	1	0.5771111	5.595171	0.08791865524596534	0	0.04139839	5.595171	0.08791865524596534	72.4	570.0228	2.7812105	-0.03275	0.166	-10	0	-999	-999	1
2019170	1.5	0.528111	5.614304	0.040223910907557295	0	0.03897342	5.614304	0.040223910907557295	72.4	571.7191	2.7862769999999997	-0.041749999999999995	0.15625	-10	0	-999	-999	1
2019170	2	0.196	5.266621	0	0	0.04006024	5.266621	0	72.4	572.7094	2.6223104999999998	-0.021999999999999992	0.17525000000000002	-10	0	-999	-999	1
2019170	2.5	0.1987222	5.047713	0.002592946211233187	2	0.04056183	5.047713	0.002592946211233187	72.4	581.9263	2.5368565	0.026	0.22325	-10	0	-999	-999	1
2019170	3	0.6832777	4.663629	0.002665686853835393	22	0.04457673	4.663629	0.002665686853835393	72.4	612.5316	2.3391895000000003	0.014749999999999997	0.2115	-10	0	-999	-999	1
2019170	3.5	0.6751111	4.244339	9.766479614764301e-4	5	0.03738438	4.244339	9.766479614764301e-4	72.4	462.4867	2.1481695	0.052	0.248	-10	0	-999	-999	1
2019170	4	0.2749444	4.054606	2.8733634981785525e-4	0	0.03771929	4.054606	2.8733634981785525e-4	72.4	443.8355	2.109178	0.16375	0.35825	-10	0	-999	-999	1
2019170	4.5	0.4954444	3.730251	9.771196398923353e-4	0	0.05737382	3.730251	9.771196398923353e-4	72.4	351.8994	2.0377505	0.34525	0.54125	-10	0	-999	-999	1
2019170	5	0.6206666	3.656583	0.0011345418370587023	0	0.3090413	3.656583	0.0011345418370587023	72.4	306.4898	2.1040415	0.5515	0.751	-10	0	-999	-999	1
2019170	5.5	0.5635	4.319784	0.002980289471175843	0	0.9201826	4.319784	0.002980289471175843	72.4	568.3412	2.5422670000000003	0.76475	0.96925	-10	0	-999	-999	1
2019170	6	0.3566111	5.259904	0	0	1.815655	5.259904	0	72.4	587.5037	3.0909519999999997	0.922	1.13075	-10	0	-999	-999	1
2019170	6.5	0.6533333	6.447731	0.06482594718402836	0	6.87588	6.447731	0.06482594718402836	72.4	464.5485	3.4854905	0.52325	0.7384999999999999	-10	0	-999	-999	1
2019170	7	0.9173889	7.09509	0.11644777417220382	0	13.81371	7.09509	0.11644777417220382	72.4	427.6898	3.70417	0.31325000000000003	0.53625	-10	0	-999	-999	1
2019170	7.5	1.001778	7.931164	0.1568286599081823	0	14.94542	7.931164	0.1568286599081823	72.4	429.7328	4.089207	0.24725	0.47325	-10	0	-999	-999	1
2019170	8	0.9663888	9.026793	0.25599577814012464	0	18.80209	9.026793	0.25599577814012464	72.4	435.2383	4.7242714999999995	0.42175	0.648	-10	0	-999	-999	1
2019170	8.5	1.3965	9.585932	0.30411567751306506	0	22.62457	9.585932	0.30411567751306506	72.4	467.2063	4.828590999999999	0.07125000000000001	0.3125	-10	0	-999	-999	1
2019170	9	1.350222	10.25583	0.32884437560832686	0	24.56943	10.25583	0.32884437560832686	72.4	594.2686	5.148289999999999	0.04075000000000001	0.283	-10	0	-999	-999	1
2019170	9.5	1.524444	10.86984	0.3757822658990809	0	25.13307	10.86984	0.3757822658990809	72.4	551.8486	5.43842	0.007000000000000001	0.2465	-10	0	-999	-999	1
2019170	10	1.333889	11.37754	0.46550396383821663	0	27.15189	11.37754	0.46550396383821663	72.4	549.9571	5.87252	0.3675	0.6	-10	0	-999	-999	1
2019170	10.5	1.276722	12.01381	0.5755157907945879	0	21.68892	12.01381	0.5755157907945879	72.4	548.1913	5.687405	-0.639	-0.39525	-10	0	-999	-999	1
2019170	11	1.551666	13.15732	0.7325739600300986	0	30.06409	13.15732	0.7325739600300986	72.4	546.8505	6.37491	-0.4075	-0.15275	-10	0	-999	-999	1
2019170	11.5	1.595222	13.68713	0.8330560668896289	0	35.39902	13.68713	0.8330560668896289	72.4	546.5427	6.630815	-0.4255	-0.17650000000000002	-10	0	-999	-999	1
2019170	12	1.7395	14.32396	0.8893464663659727	0	40.41785	14.32396	0.8893464663659727	72.4	544.8148	6.79873	-0.7264999999999999	-0.4935	-10	0	-999	-999	1
2019170	12.5	1.774889	14.43869	0.9086162488357887	0	33.24823	14.43869	0.9086162488357887	72.4	543.7787	7.028345	-0.382	-0.14375	-10	0	-999	-999	1
2019170	13	1.540778	15.3756	1.0338126694967607	0	43.34772	15.3756	1.0338126694967607	72.4	543.6306	7.722925	0.07024999999999999	0.31025	-10	0	-999	-999	1
2019170	13.5	1.753111	15.26524	1.0392855079860748	0	37.04235	15.26524	1.0392855079860748	72.4	543.9709	7.595245	-0.07475	0.16425	-10	0	-999	-999	1
2019170	14	1.595222	15.16081	0.9547345530430862	0	21.93416	15.16081	0.9547345530430862	72.4	542.8624	7.4002799999999995	-0.36024999999999996	-0.126	-10	0	-999	-999	1
2019170	14.5	1.461833	14.55031	0.9038750318124127	0	11.74131	14.55031	0.9038750318124127	72.4	543.0595	7.030405	-0.4895	-0.2595	-10	0	-999	-999	1
2019170	15	1.619722	15.27138	0.9854030064216388	0	24.03167	15.27138	0.9854030064216388	72.4	541.2402	7.32794	-0.6154999999999999	-0.393	-10	0	-999	-999	1
2019170	15.5	1.600667	15.51493	1.0346973689066308	0	21.55143	15.51493	1.0346973689066308	72.4	540.8214	7.479715	-0.5555	-0.33725	-10	0	-999	-999	1
2019170	16	1.891944	15.87932	1.0435839704999097	0	30.53193	15.87932	1.0435839704999097	72.4	540.5348	7.74741	-0.3845	-0.1675	-10	0	-999	-999	1
2019170	16.5	1.750389	16.32433	1.1254404520466779	0	31.8458	16.32433	1.1254404520466779	72.4	540.3138	8.03629	-0.25175000000000003	-0.035	-10	0	-999	-999	1
2019170	17	1.674167	16.30005	1.1325069839777693	0	25.91234	16.30005	1.1325069839777693	72.4	540.4093	8.078775	-0.1425	0.069	-10	0	-999	-999	1
2019170	17.5	1.687778	16.15399	1.1620457379900728	0	20.87474	16.15399	1.1620457379900728	72.4	540.9043	8.046495	-0.061	0.15175	-10	0	-999	-999	1
2019170	18	1.535333	15.81981	1.142068792183339	0	15.6517	15.81981	1.142068792183339	72.4	540.8422	7.90028	-0.019250000000000003	0.19375	-10	0	-999	-999	1
2019170	18.5	1.614278	15.27058	1.1166954613186593	0	7.229675	15.27058	1.1166954613186593	72.4	541.5677	7.6394150000000005	0.008249999999999997	0.22	-10	0	-999	-999	1
2019170	19	1.679611	14.62675	1.003739014864325	0	2.50519	14.62675	1.003739014864325	72.4	543.1295	7.317125	0.007499999999999999	0.219	-10	0	-999	-999	1
2019170	19.5	1.459111	13.92025	0.9210280162405731	0	0.5857705	13.92025	0.9210280162405731	72.4	545.0364	6.964874999999999	0.009499999999999998	0.22025	-10	0	-999	-999	1
2019170	20	1.328444	13.74348	0.8735268616122389	0	0.1516919	13.74348	0.8735268616122389	72.4	546.3406	6.88174	0.02	0.23099999999999998	-10	0	-999	-999	1
2019170	20.5	1.048055	12.94035	0.783766564548959	0	0.04992406	12.94035	0.783766564548959	72.4	549.0223	6.494675	0.049	0.26025	-10	0	-999	-999	1
2019170	21	1.246778	12.42074	0.7561821108615234	0	0.05092749	12.42074	0.7561821108615234	72.4	550.8491	6.238495	0.05625	0.266	-10	0	-999	-999	1
2019170	21.5	1.143333	12.71906	0.8326956176172866	0	0.0469977	12.71906	0.8326956176172866	72.4	550.5946	6.373155000000001	0.027250000000000003	0.238	-10	0	-999	-999	1
2019170	22	0.9881666	12.60927	0.8528976788842597	0	0.05159674	12.60927	0.8528976788842597	72.4	550.999	6.29101	-0.02725	0.18275	-10	0	-999	-999	1
2019170	22.5	1.358389	12.30842	0.8671722929709063	0	0.04674608	12.30842	0.8671722929709063	72.4	561.0083	6.138335	-0.03175	0.17875	-10	0	-999	-999	1
2019170	23	0.7894444	11.23109	0.7128923991817517	0	0.04574328	11.23109	0.7128923991817517	72.4	577.9798	5.606045	-0.018999999999999996	0.19025	-10	0	-999	-999	1
2019170	23.5	1.137889	10.61393	0.6223647967723862	2	0.04440593	10.61393	0.6223647967723862	72.4	601.9215	5.30059	-0.012750000000000001	0.196	-10	0	-999	-999	1
2019171	0	1.475444	9.79148	0.43205624439450036	3	0.04273363	9.79148	0.43205624439450036	72.4	647.7507	4.86574	-0.060000000000000005	0.14925	-10	0	-999	-999	1
2019171	0.5	0.8765554	9.354252	0.5421949670293407	0	0.04599639	9.354252	0.5421949670293407	72.4	675.0118	4.645876	-0.0625	0.144	-10	0	-999	-999	1
2019171	1	0.7186666	9.82519	0.561217502192282	0	0.05243592	9.82519	0.561217502192282	72.4	594.6643	4.87522	-0.07475	0.1295	-10	0	-999	-999	1
2019171	1.5	0.4872777	9.38341	0.5531008326257244	0	0.04382226	9.38341	0.5531008326257244	72.4	557.3666	4.6914549999999995	-5.00000000000003e-4	0.20224999999999999	-10	0	-999	-999	1
2019171	2	0.4627778	8.803907	0.506394317399751	0	0.04181519	8.803907	0.506394317399751	72.4	560.5804	4.3727035	-0.058499999999999996	0.14275	-10	0	-999	-999	1
2019171	2.5	0.4083333	8.207808	0.48128706831300444	0	0.04825573	8.207808	0.48128706831300444	72.4	548.0932	4.057654	-0.0925	0.10625	-10	0	-999	-999	1
2019171	3	0.4627778	7.850525	0.47554964960324975	0	0.0482556	7.850525	0.47554964960324975	72.4	563.8317	3.9353875	0.020249999999999997	0.21675	-10	0	-999	-999	1
2019171	3.5	0.6152222	7.704649	0.4903636386753429	0	0.04449257	7.704649	0.4903636386753429	72.4	563.0451	3.8801995	0.05575	0.2525	-10	0	-999	-999	1
2019171	4	0.8193888	7.538854	0.523370530726978	0	0.04792183	7.538854	0.523370530726978	72.4	562.4415	3.816052	0.09325	0.28725	-10	0	-999	-999	1
2019171	4.5	0.6478888	7.323876	0.5222955360239864	0	0.07050283	7.323876	0.5222955360239864	72.4	563.6089	3.749688	0.1755	0.36475	-10	0	-999	-999	1
2019171	5	0.3293889	6.507353	0.4407371673486303	0	0.3947498	6.507353	0.4407371673486303	72.4	566.998	3.5513015	0.59525	0.777	-10	0	-999	-999	1
2019171	5.5	0.4818333	6.463388	0.4534965392350997	0	0.9431524	6.463388	0.4534965392350997	72.4	567.304	3.7834440000000003	1.1035	1.27875	-10	0	-999	-999	1
2019171	6	0.846611	7.728769	0.5338548261866692	0	1.925367	7.728769	0.5338548261866692	72.4	563.3795	4.9607595	2.19275	2.3585	-10	0	-999	-999	1
2019171	6.5	1.039889	9.113127	0.640432565528509	0	7.622662	9.113127	0.640432565528509	72.4	558.779	5.1555635	1.198	1.39275	-10	0	-999	-999	1
2019171	7	1.4945	10.13143	0.7528958817285987	0	15.84937	10.13143	0.7528958817285987	72.4	554.9585	5.06559	-2.499999999999985e-4	0.23275	-10	0	-999	-999	1
2019171	7.5	1.633333	11.1143	0.801224947065977	0	18.02906	11.1143	0.801224947065977	72.4	551.6046	5.30515	-0.504	-0.272	-10	0	-999	-999	1
2019171	8	1.559833	11.89533	0.8343361777620327	0	22.88583	11.89533	0.8343361777620327	72.4	549.7079	5.731665	-0.432	-0.19625	-10	0	-999	-999	1
2019171	8.5	1.747666	12.75952	0.9380970771512673	0	27.33033	12.75952	0.9380970771512673	72.4	546.7786	6.50776	0.256	0.49024999999999996	-10	0	-999	-999	1
2019171	9	1.646944	13.42944	1.030380130041676	0	31.48461	13.42944	1.030380130041676	72.4	545.1766	7.156969999999999	0.8845	1.1045	-10	0	-999	-999	1
2019171	9.5	1.489055	14.24347	1.0600117025784208	0	35.64141	14.24347	1.0600117025784208	72.4	543.0446	7.344485000000001	0.4455	0.67825	-10	0	-999	-999	1
2019171	10	1.5435	15.21954	1.153820396834506	0	39.2994	15.21954	1.153820396834506	72.4	541.5558	7.71077	0.202	0.441	-10	0	-999	-999	1
2019171	10.5	1.793944	15.88134	1.212561994604827	0	41.66073	15.88134	1.212561994604827	72.4	541.2084	7.70317	-0.475	-0.2145	-10	0	-999	-999	1
2019171	11	2.000833	16.13789	1.2748168632141896	0	44.32334	16.13789	1.2748168632141896	72.4	541.9957	7.990444999999999	-0.157	0.11525	-10	0	-999	-999	1
2019171	11.5	2.142389	16.33189	1.324424892550428	0	44.75171	16.33189	1.324424892550428	72.4	541.7977	7.958445000000001	-0.41500000000000004	-0.12475	-10	0	-999	-999	1
2019171	12	2.169611	16.9524	1.3764024533373105	0	48.05683	16.9524	1.3764024533373105	72.4	541.2233	8.213075	-0.52625	-0.22225	-10	0	-999	-999	1
2019171	12.5	2.188666	17.09292	1.384203992464031	0	45.86174	17.09292	1.384203992464031	72.4	540.5062	7.916085	-1.26075	-0.96925	-10	0	-999	-999	1
2019171	13	2.289389	17.46954	1.4567917443760368	0	50.7064	17.46954	1.4567917443760368	72.4	539.8315	8.03327	-1.403	-1.13175	-10	0	-999	-999	1
2019171	13.5	2.319333	17.59852	1.4486494731658484	0	47.91545	17.59852	1.4486494731658484	72.4	539.2621	8.36276	-0.873	-0.597	-10	0	-999	-999	1
2019171	14	2.123333	18.30167	1.5745045795691237	0	51.70996	18.30167	1.5745045795691237	72.4	538.0343	8.84646	-0.60875	-0.33325	-10	0	-999	-999	1
2019171	14.5	1.867444	18.47757	1.609011011998817	0	45.65902	18.47757	1.609011011998817	72.4	537.697	8.84266	-0.79225	-0.5235	-10	0	-999	-999	1
2019171	15	1.810278	18.31737	1.5334185980571486	0	22.64532	18.31737	1.5334185980571486	72.4	538.0475	8.559435	-1.1985000000000001	-0.9635	-10	0	-999	-999	1
2019171	15.5	1.995389	13.43291	0.668779279403702	0	12.72758	13.43291	0.668779279403702	72.4	546.9673	6.21358	-1.00575	-0.78325	-10	0	-999	-999	1
2019171	16	1.720444	14.58918	0.8889628338807628	0	20.28209	14.58918	0.8889628338807628	72.4	541.0912	6.982715000000001	-0.62375	-0.40775	-10	0	-999	-999	1
2019171	16.5	2.009	13.78829	0.6760272756446847	0	3.729587	13.78829	0.6760272756446847	72.4	545.4125	6.69727	-0.39375000000000004	-0.18475	-10	0	-999	-999	1
2019171	17	1.625167	11.09062	0.5122500364269519	0	2.450223	11.09062	0.5122500364269519	72.4	590.6207	5.3910599999999995	-0.3085	-0.10325000000000001	-10	0	-999	-999	1
2019171	17.5	1.562555	9.733545	0.28696308074136645	1	1.22657	9.733545	0.28696308074136645	72.4	617.754	4.7635225	-0.2065	-0.0014999999999999994	-10	0	-999	-999	1
2019171	18	2.2295	9.764868	0.5474754178656808	1	2.018786	9.764868	0.5474754178656808	72.4	594.1823	4.892809	0.02075	0.22949999999999998	-10	0	-999	-999	1
2019171	18.5	1.548944	10.94539	0.5156627452545021	0	2.6957	10.94539	0.5156627452545021	72.4	550.762	5.485945	0.0265	0.236	-10	0	-999	-999	1
2019171	19	1.723167	10.74635	0.5288377560439036	0	1.04338	10.74635	0.5288377560439036	72.4	550.7974	5.386674999999999	0.026999999999999996	0.236	-10	0	-999	-999	1
2019171	19.5	1.864722	10.48558	0.46476242138354923	0	0.4200723	10.48558	0.46476242138354923	72.4	551.8694	5.268540000000001	0.0515	0.2585	-10	0	-999	-999	1
2019171	20	1.720444	10.53343	0.4587538907128549	0	0.09726082	10.53343	0.4587538907128549	72.4	552.8856	5.311464999999999	0.0895	0.29375	-10	0	-999	-999	1
2019171	20.5	1.2985	6.848185	0	30	0.04449083	6.848185	0	72.4	607.9564	3.4479675	0.047749999999999994	0.25825000000000004	-10	0	-999	-999	1
2019171	21	0.8084999	5.010007	9.123738800881633e-4	5	0.04131493	5.010007	9.123738800881633e-4	72.4	636.644	2.5445035	0.079	0.2875	-10	0	-999	-999	1
2019171	21.5	0.7921666	4.977576	1.780428695128086e-4	9	0.04616743	4.977576	1.780428695128086e-4	72.4	580.0255	2.534288	0.091	0.29925	-10	0	-999	-999	1
2019171	22	0.8602221	4.678843	0	4	0.04491334	4.678843	0	72.4	611.7933	2.3597965	0.040749999999999995	0.2505	-10	0	-999	-999	1
2019171	22.5	0.4273888	4.115578	0.001035796239502986	11	0.04424465	4.115578	0.001035796239502986	72.4	567.5425	1.996539	-0.1225	0.08225	-10	0	-999	-999	1
2019171	23	0.7785555	3.87121	0.0019384254145753373	19	0.05085186	3.87121	0.0019384254145753373	72.4	558.0982	1.85598	-0.15925	0.04675000000000001	-10	0	-999	-999	1
2019171	23.5	0.6968889	3.45638	0	11	0.04524887	3.45638	0	72.4	579.5061	1.6934399999999998	-0.0695	0.14100000000000001	-10	0	-999	-999	1
2019172	0	0.4981666	3.15771	0.002678898687719476	29	0.04633689	3.15771	0.002678898687719476	72.4	563.2551	1.531105	-0.0955	0.1165	-10	0	-999	-999	1
2019172	0.5	0.5172222	2.212096	0.0026514737121422134	18	0.04533317	2.212096	0.0026514737121422134	72.4	572.107	1.0681729999999998	-0.07575	0.13625	-10	0	-999	-999	1
2019172	1	0.3212222	2.100698	0.0016366005559388557	4	0.04332708	2.100698	0.0016366005559388557	72.4	540.1311	1.017724	-0.06525	0.14475000000000002	-10	0	-999	-999	1
2019172	1.5	0.8302777	2.062876	0	4	0.05018554	2.062876	0	72.4	550.9634	0.9635630000000001	-0.13575	0.06375	-10	0	-999	-999	1
2019172	2	1.034444	1.564338	0.0020421378674884798	5	0.04290924	1.564338	0.0020421378674884798	72.4	443.6688	0.760544	-0.04325	0.158	-10	0	-999	-999	1
2019172	2.5	1.107944	1.168031	0	1	0.04240783	1.168031	0	72.4	512.5207	0.5246405000000001	-0.11875	0.0865	-10	0	-999	-999	1
2019172	3	1.135167	0.745037	0	2	0.04098657	0.745037	0	72.4	558.2926	0.32264349999999997	-0.09974999999999999	0.1045	-10	0	-999	-999	1
2019172	3.5	1.214111	0.7108977	0.001633640139906824	0	0.04031821	0.7108977	0.001633640139906824	72.4	549.7118	0.40694885	0.103	0.30025	-10	0	-999	-999	1
2019172	4	1.358389	0.7463072	1.3295965838765498e-4	0	0.03906379	0.7463072	1.3295965838765498e-4	72.4	488.0573	0.6697785999999999	0.5932499999999999	0.7865	-10	0	-999	-999	1
2019172	4.5	1.478167	0.2816066	0	0	0.1038911	0.2816066	0	72.4	34.41338	0.7304283	1.1792500000000001	1.373	-10	0	-999	-999	1
2019172	5	1.475444	0.02641873	3.639614793138353e-4	0	1.511024	0.02641873	3.639614793138353e-4	72.4	338.6196	0.190084365	0.35375	0.55775	-10	0	-999	-999	1
2019172	5.5	0.735	-0.1232352	0	0	2.533234	-0.1232352	0	72.4	75.4297	-0.055992600000000003	0.011249999999999998	0.2215	-10	0	-999	-999	1
2019172	6	0.01	-0.3202818	0	0	8.950277	-0.3202818	0	72.4	556.0326	-0.1052659	0.10975	0.32075	-10	0	-999	-999	1
2019172	6.5	0.01	-0.303211	0.0017477880177951485	0	20.53519	-0.303211	0.0017477880177951485	72.4	302.3154	-0.03610550000000001	0.23099999999999998	0.444	-10	0	-999	-999	1
2019172	7	0.01	-0.2835801	4.1696797901189994e-4	0	35.05395	-0.2835801	4.1696797901189994e-4	72.4	526.2432	0.03083495	0.34525	0.55775	-10	0	-999	-999	1
2019172	7.5	0.01	-0.02193231	0	0	75.37985	-0.02193231	0	72.4	518.7775	0.185783845	0.3935	0.6112500000000001	-10	0	-999	-999	1
2019172	8	0.8275555	0.2115888	0	2	85.88548	0.2115888	0	72.4	522.0847	0.5825444	0.9535	1.1715	-10	0	-999	-999	1
2019172	8.5	0.9037777	0.1005364	0	6	70.02081	0.1005364	0	72.4	534.2202	0.2810182	0.4615	0.6900000000000001	-10	0	-999	-999	1
2019172	9	0.1442778	-0.1619924	0	3	59.31831	-0.1619924	0	72.4	297.1638	0.2973788	0.75675	0.9914999999999999	-10	0	-999	-999	1
2019172	9.5	0.5498888	0.1443892	0	5	121.6058	0.1443892	0	72.4	430.2397	0.9993196	1.85425	2.0885	-10	0	-999	-999	1
2019172	10	0.7894444	0.3821381	0	15	106.7557	0.3821381	0	72.4	327.9397	0.21256904999999998	0.043	0.3065	-10	0	-999	-999	1
2019172	10.5	0.6533333	0.339793	0.002751033536245762	6	78.00837	0.339793	0.002751033536245762	72.4	503.1236	-0.1103535	-0.5605	-0.29600000000000004	-10	0	-999	-999	1
2019172	11	0.6914444	0.7293614	0	23	183.6974	0.7293614	0	72.4	494.7998	-0.03656929999999997	-0.8025	-0.542	-10	0	-999	-999	1
2019172	11.5	0.6560555	0.7789545	0	11	80.46489	0.7789545	0	72.4	492.2159	0.17997725	-0.419	-0.156	-10	0	-999	-999	1
2019172	12	0.9146666	1.512728	0.005349464040988504	23	207.1781	1.512728	0.005349464040988504	72.4	445.6701	0.726114	-0.060500000000000005	0.1945	-10	0	-999	-999	1
2019172	12.5	0.8193888	1.091005	0	7	62.98648	1.091005	0	72.4	377.7	0.5558775	0.02075	0.27649999999999997	-10	0	-999	-999	1
2019172	13	0.7812777	0.8845163	0	5	59.79347	0.8845163	0	72.4	504.5691	0.35163315	-0.18125	0.079	-10	0	-999	-999	1
2019172	13.5	0.9255555	0.9856141	0	2	18.413	0.9856141	0	72.4	501.7094	0.30480705	-0.376	-0.1225	-10	0	-999	-999	1
2019172	14	0.9554999	0.6691141	0.0029626772237572228	3	20.19901	0.6691141	0.0029626772237572228	72.4	498.3194	0.17793205000000004	-0.31325	-0.064	-10	0	-999	-999	1
2019172	14.5	0.6941666	0.6183034	0	5	23.21447	0.6183034	0	72.4	472.3062	0.17440169999999997	-0.2695	-0.02175	-10	0	-999	-999	1
2019172	15	0.6615	0.7009154	0.002659760761490331	5	19.4252	0.7009154	0.002659760761490331	72.4	493.1869	0.1372077	-0.4265	-0.17625000000000002	-10	0	-999	-999	1
2019172	15.5	0.8193888	0.9941503	0	0	25.16238	0.9941503	0	72.4	485.1105	0.21082515000000002	-0.5725	-0.3475	-10	0	-999	-999	1
2019172	16	0.9146666	0.9240723	0	0	16.69103	0.9240723	0	72.4	489.6083	0.23291114999999996	-0.45825000000000005	-0.2395	-10	0	-999	-999	1
2019172	16.5	0.8602221	0.8423849	0	0	13.21834	0.8423849	0	72.4	473.9066	0.13869244999999997	-0.5650000000000001	-0.354	-10	0	-999	-999	1
2019172	17	0.7948888	0.9083976	0	0	14.58977	0.9083976	0	72.4	469.3576	0.22582380000000002	-0.45675	-0.25175000000000003	-10	0	-999	-999	1
2019172	17.5	0.8547777	0.7387736	9.089452086066387e-4	0	9.283762	0.7387736	9.089452086066387e-4	72.4	468.461	0.2573868	-0.224	-0.010500000000000004	-10	0	-999	-999	1
2019172	18	0.6233888	0.9287107	0	0	15.65175	0.9287107	0	72.4	465.7431	0.46310535	-0.0024999999999999988	0.21125	-10	0	-999	-999	1
2019172	18.5	0.6914444	1.301457	0.002594364041332723	0	10.10464	1.301457	0.002594364041332723	72.4	465.0705	0.5673535000000001	-0.16675	0.03975	-10	0	-999	-999	1
2019172	19	0.6043333	1.022104	0.0028955045034882994	0	1.452296	1.022104	0.0028955045034882994	72.4	466.7576	0.38267699999999993	-0.25675	-0.05675	-10	0	-999	-999	1
2019172	19.5	0.5471666	0.866933	0	0	0.2556986	0.866933	0	72.4	469.495	0.4369665	0.006999999999999999	0.20700000000000002	-10	0	-999	-999	1
2019172	20	0.6696666	0.9813905	0	0	0.1463791	0.9813905	0	72.4	473.2531	0.51494525	0.0485	0.24925	-10	0	-999	-999	1
2019172	20.5	0.5063333	0.6139961	0	0	0.04424863	0.6139961	0	72.4	474.8984	0.30574805	-0.002500000000000004	0.19975	-10	0	-999	-999	1
2019172	21	0.441	0.4871693	0	0	0.042826500000000003	0.4871693	0	72.4	473.7612	0.25558465	0.023999999999999997	0.22599999999999998	-10	0	-999	-999	1
2019172	21.5	0.4355555	0.4724835	0.001191306326086641	0	0.04190668	0.4724835	0.001191306326086641	72.4	472.7555	0.23924175	0.006000000000000002	0.21325	-10	0	-999	-999	1
2019172	22	0.5907222	0.4852085	0	0	0.03956489	0.4852085	0	72.4	471.0225	0.22910424999999998	-0.027	0.18125	-10	0	-999	-999	1
2019172	22.5	0.2695	0.2454202	5.613264361178509e-4	0	0.0399829	0.2454202	5.613264361178509e-4	72.4	-27599.2	0.1068351	-0.03175	0.1765	-10	0	-999	-999	1
2019172	23	0.1742222	0.1905986	9.982835995781363e-4	0	0.04073597	0.1905986	9.982835995781363e-4	72.4	494.8713	0.059174300000000006	-0.07225	0.1365	-10	0	-999	-999	1
2019172	23.5	0.1143333	0.07214082	0	0	0.03889536	0.07214082	0	72.4	565.7069	0.03144541	-0.009249999999999998	0.196	-10	0	-999	-999	1
2019173	0	0.01	-0.2052692	6.583641129209931e-4	0	0.04065234	-0.2052692	6.583641129209931e-4	72.4	242.1906	-0.07600960000000001	0.05325	0.25525000000000003	-10	0	-999	-999	1
2019173	0.5	0.01	-0.279543	0	0	0.04567132	-0.279543	0	72.4	-813.1001	-0.10789649999999999	0.06375	0.2655	-10	0	-999	-999	1
2019173	1	0.01	-0.06489942	0.0020159974035828957	0	0.04190689	-0.06489942	0.0020159974035828957	72.4	-475.1142	-0.00982471	0.04525	0.248	-10	0	-999	-999	1
